1.06013E+13,106012501,2,49,臺北市,狗,M,MEDIUM,黃,CHILD,F,N,,,OPEN,我是小乖 對陌生人會有點害羞 但稍微互動熟悉後 我就會漸漸放開囉 而且會發現我其實很活潑呢 快來動物之家找我吧！,22883,2017/4/30,2999/12/31,2017/7/9 21:59,2017/1/25 12:49,臺北市動物之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/49/cac357d8fdb12ce6d262542d1376d75e.jpg,,,2017-07-10T00:02:41.29,臺北市內湖區潭美街852號,02-87913254;02-87913255
1.06062E+13,106-R028D,13,89,斗六代養場,狗,M,SMALL,白色,CHILD,N,N,斗六市自由路,,OPEN,,,2017/7/6,2999/12/31,2017/7/9 21:59,2017/6/23 09:02,雲林縣流浪動物收容所,,http://animal-adoption.coa.gov.tw/uploads/animal_album/89/1498206142_89_eb796771e667511157c7d593dd574028.JPG,,,2017-07-10T00:03:06.313,雲林縣斗六市雲林路二段517號,"公告動物均安置於代收容動物醫院,請洽該動物醫院或代養場洽詢辦"
1.05073E+13,20160729008,6,61,,貓,F,MEDIUM,虎斑,CHILD,F,N,大園區,,OPEN,,,2016/7/29,2999/12/31,2017/7/9 21:59,2016/7/29 16:22,桃園市動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/61/3f27d344c706551946631396737728b5.jpg,,,2017-07-10T00:01:18.85,桃園市新屋區永興里大牛欄 117 號,03-4861760 傳真: (03)4861765
1.0601E+13,106010312,2,49,臺北市,狗,F,MEDIUM,黑,ADULT,F,N,敦化北路,,OPEN,大家好~ 我是MaLuco， 活潑快樂的我要的是一個陪我一輩子， 不論我變老變呆，不離不棄的家， 我對每個人都很友善，期待會遇見那個人， 合拍的感應，快快出現吧^^,22723,2017/5/10,2999/12/31,2017/7/9 21:59,2017/1/3 15:14,臺北市動物之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/49/eef45825df2136bb9174d6894eb921a2.jpg,,,2017-07-10T00:02:48.027,臺北市內湖區潭美街852號,02-87913254;02-87913255
1.06071E+13,10605270010,10,91,中途動物醫院,狗,F,MEDIUM,棕色,CHILD,T,N,,,OPEN,我在大里區 愛普生動物醫院開放認養 歡迎來電詢問04-24950118,,2017/7/5,2999/12/31,2017/7/9 21:58,2017/7/5 15:09,臺中市中途動物醫院,,http://animal-adoption.coa.gov.tw/uploads/animal_album/91/f36aa03a51e47a0950c171fc8fad1184.png,,,2017-07-10T00:03:06.173,,
1.0605E+13,20170504022,6,61,,貓,M,SMALL,其他,CHILD,F,N,觀音區,,OPEN,,,2017/5/4,2999/12/31,2017/7/9 21:58,2017/5/4 16:42,桃園市動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/61/59ca7f573f4ed3f44f10a6b5331cc039.jpg,,,2017-07-10T00:02:45.743,桃園市新屋區永興里大牛欄 117 號,03-4861760 傳真: (03)4861765
1.06063E+13,20170626027,6,61,,貓,F,MEDIUM,虎斑,ADULT,N,N,龜山區,,OPEN,,,2017/6/26,2999/12/31,2017/7/9 21:57,2017/6/26 17:13,桃園市動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/61/124b82de7046614eb7613c5c13bc5d03.jpg,,,2017-07-10T00:03:04.207,桃園市新屋區永興里大牛欄 117 號,03-4861760 傳真: (03)4861765
1.06041E+13,20170410002,6,61,,狗,F,SMALL,黑,CHILD,F,N,八德區,,OPEN,,,2017/4/10,2999/12/31,2017/7/9 21:56,2017/4/10 16:54,桃園市動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/61/34e9fa5ad21946920f3e23cb33eb844b.jpg,,,2017-07-10T00:02:33.257,桃園市新屋區永興里大牛欄 117 號,03-4861760 傳真: (03)4861765
1.06041E+13,20170410003,6,61,,狗,M,SMALL,黑,CHILD,F,N,龍潭區,,OPEN,,,2017/4/10,2999/12/31,2017/7/9 21:56,2017/4/10 16:54,桃園市動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/61/ef9b806c2d012a8c9f99da652ebf4fe8.jpg,,,2017-07-10T00:02:33.273,桃園市新屋區永興里大牛欄 117 號,03-4861760 傳真: (03)4861765
1.06041E+13,20170410004,6,61,,狗,M,SMALL,黑,CHILD,F,N,龍潭區,,OPEN,,,2017/4/10,2999/12/31,2017/7/9 21:56,2017/4/10 16:54,桃園市動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/61/a414fd53d14029696c464398e4f33b54.jpg,,,2017-07-10T00:02:33.303,桃園市新屋區永興里大牛欄 117 號,03-4861760 傳真: (03)4861765
1.06041E+13,20170410005,6,61,,狗,F,MEDIUM,黑,ADULT,T,N,龍潭區,,OPEN,黃項圈+自製犬牌106.3.14絕育/黑妞,,2017/4/10,2999/12/31,2017/7/9 21:56,2017/4/10 16:54,桃園市動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/61/7f6a24db022e8f4ce863ee3120ff8e7e.jpg,,,2017-07-10T00:02:33.32,桃園市新屋區永興里大牛欄 117 號,03-4861760 傳真: (03)4861765
1.06041E+13,20170410006,6,61,,狗,M,BIG,黃,ADULT,N,N,中壢區,,OPEN,,,2017/4/10,2999/12/31,2017/7/9 21:56,2017/4/10 16:54,桃園市動物保護教育園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/61/64891f40bcd027b4795942b6fe1c597b.jpg,,,2017-07-10T00:02:33.337,桃園市新屋區永興里大牛欄 117 號,03-4861760 傳真: (03)4861765
1.04081E+13,104081106,2,49,臺北市,狗,F,MEDIUM,黑棕,ADULT,T,N,陽明山遊客中心第二停車場,,OPEN,大家好~ 我是土豆， 我的個性害羞有些膽怯， 雖然對這個環境已經熟悉了， 但還是顯得緊張內向， 我需要的是愛，讓我知道這是專屬我的， 感到安全感、給我自信， 我要主人的陪伴，已經等一年多好久了， 我可以上牽繩散步，你願意來看看我嗎， 讓我有機會展現我的進步吧~做個小公主^^,17400,2017/4/11,2999/12/31,2017/7/9 21:56,2015/8/11 15:09,臺北市動物之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/49/9a7f2df2e48da57328ae9dec87fbc4dc.jpg,,,2017-07-10T00:02:33.977,臺北市內湖區潭美街852號,02-87913254;02-87913255
1.06031E+13,106030704,2,49,臺北市,貓,M,MEDIUM,黑,CHILD,F,N,景雲街,,OPEN,胸白 你好~我的名字叫景雲，個性緊張的我，在外面流浪久了，希望到了動物之家後，能順利找到適合我的家!,23233,2017/4/11,2999/12/31,2017/7/9 21:56,2017/3/7 14:50,臺北市動物之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/49/5b56d5a4c4215e1a32187f09ee2dd60d.jpg,,,2017-07-10T00:02:34.04,臺北市內湖區潭美街852號,02-87913254;02-87913255
1.06031E+13,106031205,2,49,臺北市,貓,F,MEDIUM,黑黃,ADULT,F,N,東山路25巷,,OPEN,左眼萎縮 哈囉~我的名字叫苳珊，我的身體有些殘缺，希望有好心人願意包容我，帶我回家!,23288,2017/4/11,2999/12/31,2017/7/9 21:56,2017/3/12 16:44,臺北市動物之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/49/6de56e26e75c19f70d4e2614ff2798da.jpg,,,2017-07-10T00:02:34.1,臺北市內湖區潭美街852號,02-87913254;02-87913255
1.06032E+13,106031713,2,49,臺北市,貓,F,MEDIUM,三花,ADULT,F,N,菁山路131巷,,OPEN,鼻傷、臉傷 嗨~我的名字叫菁菁，我在等待一個家，一個永遠的家，您願意帶我回家嗎?,23337,2017/4/11,2999/12/31,2017/7/9 21:55,2017/3/17 15:14,臺北市動物之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/49/6ec06a0bdeb5532ba6fbf01faed37dce.jpg,,,2017-07-10T00:02:34.163,臺北市內湖區潭美街852號,02-87913254;02-87913255
1.06033E+13,106032602,2,49,臺北市,貓,F,MEDIUM,三花,ADULT,F,N,東山路25巷,,OPEN,似孕 大家好!我的名字叫梅花，漂亮的我要找個長期飯票，你是我要找的人嗎?,23401,2017/4/11,2999/12/31,2017/7/9 21:55,2017/3/27 09:39,臺北市動物之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/49/c5a2eaead53093da5ab690fb24e60e15.jpg,,,2017-07-10T00:02:34.227,臺北市內湖區潭美街852號,02-87913254;02-87913255
1.06033E+13,106032907,2,49,臺北市,貓,F,MEDIUM,虎斑白,ADULT,F,N,內湖路3段256巷,,OPEN,你在看我?我是美娜，喜歡我的話，快到動物之家認養我吧!,23414,2017/4/11,2999/12/31,2017/7/9 21:55,2017/3/29 15:29,臺北市動物之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/49/2e21264d24a079b59182a593a2607f08.jpg,,,2017-07-10T00:02:34.29,臺北市內湖區潭美街852號,02-87913254;02-87913255
1.06033E+13,106032912,2,49,臺北市,貓,F,MEDIUM,黑黃,ADULT,F,N,莊敬路,,OPEN,右剪耳 哈囉~我的名字叫淘淘，我想要一個安穩的家，認養我好嗎?,23419,2017/4/11,2999/12/31,2017/7/9 21:54,2017/3/29 15:34,臺北市動物之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/49/78c6efbea8f7964bbf88db586487c475.jpg,,,2017-07-10T00:02:34.35,臺北市內湖區潭美街852號,02-87913254;02-87913255
1.06041E+13,106040802,2,49,臺北市,貓,M,MINI,黃,CHILD,F,N,康樂街110巷16弄,,OPEN,,23523,2017/4/11,2999/12/31,2017/7/9 21:54,2017/4/10 09:49,臺北市動物之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/49/fd1621a6cfbf92059ffd061971026ba9.jpg,,,2017-07-10T00:02:34.4,臺北市內湖區潭美街852號,02-87913254;02-87913255
1.06041E+13,106040902,2,49,臺北市,狗,F,MEDIUM,黑,ADULT,F,N,長安東路1段53巷,,OPEN,左前胸腫瘤、雙眼紅腫 眼分泌物,23525,2017/4/11,2999/12/31,2017/7/9 21:54,2017/4/10 11:14,臺北市動物之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/49/1615f143e4e4996932513decd4ec36be.jpg,,,2017-07-10T00:02:34.5,臺北市內湖區潭美街852號,02-87913254;02-87913255
1.06041E+13,40601,17,76,高雄市燕巢站動物保護教育園區,狗,F,MEDIUM,黑,ADULT,N,N,燕巢區安招里,,OPEN,,,2017/4/11,2999/12/31,2017/7/9 21:54,2017/4/11 09:05,高雄市燕巢動物保護關愛園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/76/8b4d4d0842705261c6e322dba504d962.jpg,,,2017-07-10T00:02:34.53,高雄市燕巢區師大路98號,07-6051002
1.03022E+13,M007,3,51,新北市新店動物之家,狗,M,SMALL,棕色,CHILD,N,N,新店區,,OPEN,,,2014/2/20,2999/12/31,2017/7/9 21:54,2014/2/19 14:43,新北市新店區公立動物之家,,http://animal-adoption.coa.gov.tw/uploads/animal_album/51/e588e7e0089f8572840c9b960daceb03.JPG,,,2017-07-09T23:59:18.197,新北市新店區安泰路235號,02-22159462
1.06041E+13,40603,17,76,高雄市燕巢站動物保護教育園區,狗,M,SMALL,黑,CHILD,N,N,彌陀區文安里,,OPEN,,,2017/4/11,2999/12/31,2017/7/9 21:54,2017/4/11 09:06,高雄市燕巢動物保護關愛園區,,http://animal-adoption.coa.gov.tw/uploads/animal_album/76/9ab409831da6fd619b5d88d717a70ada.jpg,,,2017-07-10T00:02:34.563,高雄市燕巢區師大路98號,07-6051002
